experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded,final
10-20 yrs,"The candidate should have experience in managing entire new client cycle including origination, ...",Senior Level role : Projects and Transitions- Credit,,"client servicing, team handling, commercial lending, service excellence...",Delhi NCR,2577,29.45
7-10 yrs,"7+ years experience with a BSCS/MSCS;4+ years of experience in web-standards - XML, XSD, XSLT, HTTP(s), ...",Senior Java Engineer,,"Software Development, Software Engineering, Java, Design Engineering, Agile...",Pune,4248,16.99
5-8 yrs,- Must have worked on a large-scale product development effort and has experience working swith ...,Senior Java Developer - Spring/hibernate,,"Spring, J2Ee, Hibernate, JSP, Struts, Javascript, JMS, Java EE, JBoss...",Bengaluru,1969,13.719999999999999
3-6 yrs,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,Program Control Services,Analytics,"Project management, Analytics, Outsourcing, Operations, Financial analysis,...",Gurgaon,190,7.480000000000004
9-14 yrs,"Proven experience to articulate, define and execute creative strategies to grow Cloud business and reach ...",Business Manager - IBM Product Sales,,"Solution Sales, Product Sales, Selling Skills, Prospecting, New Business...",Bengaluru,3736,27.35
7-10 yrs,10 years of work experience;Good communication and collaboration skills are essential;Domain knowledge ...,AGM ERP (malad),,"ERP Functional, ERP Implementation, Program Management, Senior Management...",Mumbai,3649,17.534999999999997
10-18 yrs,Proven experience of the messaging and collaboration delivery life cycle and implementation optimisation ...,G Suite Technical Delivery Manager,,"Program Management, PMI, Delivery Management, PMP, Stakeholder Management...",Delhi NCR,4360,23.685000000000002
8-12 yrs,Has sufficient social media experience and knowledge to manage and support someone             who is ...,Assistant Manager - Social Media,,"Manager - Social Media, Social Media, SMM, Social Media Marketing...","Bengaluru, Gurgaon",1851,17.854999999999997
4-6 yrs,At least 5 years of Out-Patient Coding experience which includes;Must have any one of the following ...,Out-patient Coding,,"out - patient medical coding, cpc certification, EPIC experience",Kolkata,1096,9.304999999999996
1-6 yrs,Only candidates from Delhi/NCR need to apply;Good analytical ...,Senior Analyst - AR Calling / Credit Balance,,"ar calling, claim changes skills, ar, rcm, denial management...",Noida(Sector-62 Noida),3679,16.040000000000003
3-6 yrs,Should have a strong technical background and experienced in creating and implementing IT policies and ...,Manager -IT Business Analyst,,"Project Management, Business Analysis, Loan Origination, System Analysis...",Mumbai,4633,9.355
7-12 yrs,3)	 Trade finance and RPA intelligence in consulting environment will perfectly fit our requirement ...,Director/associate Director/manager (advisory - Management Consulting),,"Corporate Banking, Relationship Management, Business Development...",Mumbai,1013,26.235
6-10 yrs,,Market Risk + Change Business Analyst + Tableau,Analytics,"Risk Management, VAR, Business Analysis, Market Risk, Risk Analytics, SAS...",Mumbai,305,13.3
2-5 yrs,,Opportunity for  Backend Operations Profile (domains Watching),,"backend operations, Client Servicing",Noida,795,7.245000000000006
3-8 yrs,"Prior experience in swift/micro inventory decision-making, preferably in fashion;3-5 years of experience ...",Inventory Manager - Category Management - Ecommerce - Iim/iit/isb/bits,,"Marketing, Campaign Planning, Category Management, E - commerce...",Delhi,3275,13.6
2-5 yrs,"A Minimum 2 years of proven hands- on experience of working with QlikView,  and delivering complex ...",Qlikview,Analytics,"Oracle, SAP, Analytics, QlikView, Business process, Outsourcing, Analytical...",Pune,190,5.774999999999997
15-20 yrs, Minimum 15+ years experience required; CA  maximum 4 ...,Head Finance & Accounts,,"Corporate Finance, Accounting, Controllership, Financial Analysis...",Vadodara,9,27.099999999999998
2-7 yrs,If you feel this position requirement matches with your career plan please send the following details ...,Oracle Pl/sql Developer Mumbai Location,,"sql development, oracle pl, plsql, data warehousing, data analysis...","Mumbai, Mumbai Suburbs",291,8.920000000000002
4-7 yrs,,Hiring Product Managers for data Analytics Segment in Reputed Company.,Analytics,"data analytics, web technologies, product manager, product management...",Bengaluru,4316,11.074999999999998
2-5 yrs,Above 2 years Experience as a QA QC Engineer in a reputed Construction ...,QA QC Engineer,,"QA, QC Engineering, quality control engineering...","Chennai, Coimbatore",1622,11.965
5-8 yrs,"Excellent communication skills, written and verbal, good inter-personal skills;A minimum of 3 years ...",Senior Analyst SAP FICO in Automotive Division for Pune Location,,"SAP FICO, End User, Master Data, Continuous Integration, Change Control...",Pune,358,10.405
0-5 yrs,"Experience in one or more of the following areas: transmission planning, renewable grid integration ...",Senior Engineer- Power System Analysis and Grid Integration,,"Transmission Planning, Power System, Data Analysis, Application Engineering...",Bengaluru,1365,9.579999999999998
2-6 yrs,At least 2 years of relevant work experience in building and maintaining scalable server side;Proficient ...,Python Developer,,"HTML, CSS, Javascript, MySQL, Server Side, Python, Front End, Algorithms...",Chennai,1001,9.544999999999998
4-6 yrs,6-8 years experience in Event Monitoring and triaging;Experience as a Systems operator as part of a ...,Global Command Center Analyst,,"Global Command Center analyst, international command center analyst...",Pune,837,8.310000000000004
3-5 yrs,3-5 years of experience in Indirect Tax;Skills ...,AM Indirect Tax,,"Gst, Law, Indirect Taxation, Big4, Ca, Senior Level, Impact Analysis...",Pune,1013,6.455000000000004
4-8 yrs,- Use required tools to produce VA/PT reports for ...,Senior Security Analyst - Secops,,"server security, web technologies, security testing, mobile applications...",Bengaluru,2479,13.065
1-3 yrs,,ASP DOT NET Developer Walkin on 19th and 20th Oct,,"HTML, Javascript, CSS, ASP, ASP.Net, .Net, MS SQL",Mumbai Suburbs,1899,10.53
2-6 yrs,"- You must have hands on experience in managing SEO for a website across multiple languages, geographies ...",SEO Content Manager,,"SEO Content Manager, SEO, Content Management, Digital Marketing, HTML, CSS,...",Mumbai,3838,10.364999999999998
11-16 yrs,Extensive experience working in a Senior Business Analyst & Solutions Architect role in Quality ...,Senior Architect - Quality,,"Auditing, Audit Management, Document Management, Business Analysis...",Hyderabad(Hyderbasthi+2),988,25.975
2-3 yrs,- 2-3 years of relevant experience in CRM/Customer success role;- At-least a year experience in people ...,Lead - Marketing Execution Department,Analytics,"SEO, Digital Marketing, SEM, Google Analytics, Sales, Loyalty Programs...",Gurgaon,2520,7.980000000000005
3-6 yrs,3-6yrs Exp in IT Recruitment Preferable in Analytics hiring  Should be from ...,IT Recruiter,Analytics,"IT Recruitment, Hiring, talent acquisition, recruitment, it recruiter...",Bengaluru,118,6.950000000000001
6-9 yrs,1) 5+ years experience as front-end developer and 2+ years of React Native with ReactJS/ Redux/ Node.js/ ...,Technical Lead - React Native,,"Android, Front End, Web Technologies, Technical Design...",Delhi,3369,27.02499999999999
10-18 yrs,2+ years experience in a software engineering management role preferably working with a software product ...,Engineering Manager - Infor - 3rd Largest Enterprise Software Company,,"software development, Manager, Java, spring, engineering manager...",Ahmedabad(Panchwati),2040,24.749999999999996
8-13 yrs,Candidate Experience Should Be : 8 To 15 Candidate Degree Should Be : ...,Product Manager Cloud Services Noida,,"Product Manager, Cloud, SAAS",Noida,930,18.319999999999993
8-12 yrs,We are looking for only qualified Chartered Accountants with experience in group consolidations;Kindly ...,Financial Analyst ( Two Positions ),,"Finance, Financial Analysis",Chennai,1069,27.879999999999995
10-17 yrs,- Experience on chat bots preferred;- Strong experience in translating business requirements into ...,Ai/ml/nlp/deep Learning Expert - Big Data Technologies,,"Deep Learning, Machine Learning, Natural Language Processing, NLP, Python...","Bengaluru, Gurgaon, Gurugram",2914,29.225
1-6 yrs,"- Post-Graduate degree , engineering (Computer Science preferred) or other quantitative or computational ...",Associate - Asset Management - Strategy & Algorithm - High Frequency,,"r, high frequency trading, .net, machine learning, quantitative analysis...","Delhi NCR, Gurgaon",1988,12.245
2-6 yrs,We are looking for Java/ J2EE Experts with minimum of 2 years of work experience;Should have good hands ...,Technology Analyst - Java / J2EE for Product Company,,"java, j2ee, java developer, j2ee developer",Bengaluru,2922,12.61
3-7 yrs, Required Experience : Must have job experience of Web Marketing more than 4 years at 2-wheeler ...,Opening for Executive - Web Marketing with a Japnaese MNC in Pune,,"Web Marketing, Web Technologies, Digital Marketing, online marketing",Pune,3200,11.355
4-8 yrs,Experience Level : 4-8 Years   Education : B.E/B.Tech/ M.E./M.Tech/ M.S./ M.B.A  a ...,App Store Portal & Content Developer - Php/ajax/html,,"CSS, Ajax, HTML, Javascript, PHP, XML, C, JDBC, SQL, Oracle",Mumbai,3594,10.224999999999996
1-3 yrs,- 1-3 years of working experience;- Experience in web application development and BI reporting;- Strong ...,BI Developer - ETL/ Unix/ Linux,,"Java, SQL, Html5, Python, C++, Unix, Perl, Linux...","Delhi NCR, Gurgaon",1988,10.53
3-6 yrs,3-6 relevant work experience in supporting Sales team and Engagement managers;- Experience working with ...,Senior Business Analyst/assistant Manager - Sales Support & Business D,,"sales support, marketing, presales, business intelligence, market research,...",Bengaluru,1969,12.524999999999999
7-12 yrs,- Experience of working with large distributed database systems;- Must have an MBA in Finance from a ...,Data Scientist - Predictive Analytics/ MISS,Analytics,"Predictive Analytics, Data Analysis, Data Analytics, Data Manipulation, SAS...",Bengaluru,4979,20.89999999999999
1-5 yrs,A good team player and motivated self-starter;Ideally having experience with Workday application and ...,HR Analytic & Reporting Analyst,Analytic,"HR Operations, Recruitment, HR Analytics, Human Resource Management...",Gurgaon,3510,12.35
10-15 yrs,Bachelors degree in computer science or computer engineering or equivalent degree required;Candidate ...,Looking for BI Architect - Tableau SME - Chennai Location,,"data reporting, tableau, power bi, BI Architect, BI Solution Architect...",Chennai,2159,29.050000000000008
3-5 yrs,,Business Intelligence Analyst I,,"css, ajax, javascript, jquery, html, stored procedures, web technologies...",Pune,2756,11.525
1-6 yrs,"Specifically looking for, Warranty Analytics-Candidate must have worked in generating analytics-based ...",Warranty Analytics- Bangalore/mumbai,Analytics,"Fraud Detection, Cost Management, Warranty, R, Python, SAS...","Bengaluru, Mumbai",3919,9.535
12-15 yrs,"Strong planning & tracking skills,  Strong Communication & Interaction skills,  Strong ...",Pre Sales Security Consultant (automation),,"Automation, Consulting, Change management, Risk management...",Bengaluru,4822,27.075
4-9 yrs,"Should be a self-assured individual;Agency Handling: Liaison with creative agencies for email, SMS and ...",Manager - Customer Marketing Insurance,,"Customer Marketing, Digital Servicing, Campaign Management, Netcore...",Gurgaon,4845,11.649999999999999
2-5 yrs,We are looking for an excellent professional into Pharma Industry with good communication and front face ...,HEOR Analyst with Leading Pharma Firm (bangalore),,"systematic literature, heor, heor analyst, budget impact, rwe...",Bengaluru,4365,7.735000000000005
20-22 yrs,,Coimpact Investment Leader,,"financial analysis, market research, financial impact, Assessment...",Bengaluru,2868,30.974999999999998
4-6 yrs,"Strong experience in software delivery using agile methodology, 2+ years of programming experience in VB, ...",Senior Automation Engineer,,"quantitative research, automation engineering, Blue Prism...",Bengaluru,1305,9.84
2-4 yrs,* Prior experience in paid digital marketing is a must;* Prior consulting and data experience is desired ...,Digital Marketing Consultant,,"Digital Marketing, Online Marketing, Marketing Budget, Marketing Campaigns,...",Delhi NCR,1063,7.605000000000004
5-10 yrs,,Opportunities for IT Analyst in Australia                  CPNi,,"Technology Solutions, IT Analyst, it senior analyst","Australia, Canada",40,16.679999999999996
0-5 yrs,,Home Base Job/ Data Entry/online Work/part Time Work/freelancer work,,"part time, freelancing, data entry, present job, work from home...","baksa, barpeta, bongaigaon, cachar, chirang, darrang, dhemaji, dhubri, dibrugarh",1153,4.135000000000007
10-15 yrs,- The ideal candidate will have a hands-on experience in Digital Marketing and worked for a fast moving ...,Director - Internet Marketing - B2C Gaming Firm,,"Sales, Digital Marketing, Marketing Budget, Advertising...",Philippines,1210,29.675000000000004
0-2 yrs,,Business Advisors(hindi Speaking),,"Sales Executive Activities, Inside Sales, Customer Support, Mba Fresher...",Chennai,4689,4.42
5-10 yrs,Strong experience in designing and building multithreaded distributed systems ;Experience in agile ...,Full Stack Developers- Mid-level & Senior Engineers,,"algorithms, java, javascript, front end, Spring Boot, Spring Mvc, Angularjs",Chennai(Perungudi),3004,15.64
0-1 yrs,"0-1 years practical experience in SEO, WordPress and web design support;Very good English communication ...",Associate Analyst,,"SEO Analysis, Link Building, Keyword Research, Internet Marketing...",Bengaluru,3518,8.060000000000006
1-4 yrs,"Any Graduate/PG, Graduate from technical background preferred with minimum 1 yrs;Experience using and ...",Hiring for  IT Operation Analyst (1 to 4 Years)in Sakon,,"ITIL, Customer Service, Email Support, Service Delivery...",Pune,3793,8.185000000000006
0-5 yrs,,Digital Marketing Part and Full time,analytics,"sem, seo, digital marketing, web analytics, online marketing, blogs...",Bengaluru(Rajaji Nagar),1932,12.629999999999999
3-5 yrs,- Maintaining required knowledge/skills level of self and the team;- 3+ years of work experience ...,Assistant Manager - Accounts,,"accounting, finance, indirect taxation, auditing, income tax, tds...",Delhi NCR(Nehru Place+1),114,8.020000000000003
8-13 yrs,"- Experience with cross platform (MS Windows, Mac OS), cross browser (IE, Firefox, Safari, Chrome), ...",IT Web Architect - Cms/lamp,,"SEO, HTML, User Interface Designing, CSS, Javascript, JQuery, Html5...",Bengaluru,2016,16.145000000000003
4-5 yrs,Chartered Accountant with 4-5 years of experience post ...,Manager - Finance & Accounting,,"Financial Accounting, Finance, Taxation, Financial Control, Budgeting...","Delhi NCR, Gurgaon, Noida",3048,9.975000000000001
6-11 yrs,"9+ years experience in technical ownership of projects and products, demonstrating proactive engagement ...","Ecom- D2C Project Lead, Mumbai",,"project leading, e - commerce, .net, web technologies...",Mumbai,1512,25.610000000000003
3-8 yrs,- 3-9 years of experience in the industry;- Should come from Banking domain;- Experience using SQL ...,Campaign Analytics Engineer - SQL - Banking Domain,Analytics,"Campaign Analytics Engineer, SQL, Analytics, UNICA, Campaign Management",Mumbai,2723,11.495000000000001
0-4 yrs,"Responsible for product experience optimization, algorithm, search and content recommendation ...",Internet Mobile (multiple Openings) Content/ User/ Platform/ Campaign,,"content editing, content filtering, data analysis, Content Auditing...",Gurgaon,3055,10.035
6-11 yrs,- Thorough understanding of Wholesale Lending / Structured Financing products like Promoter / HoldCo ...,Credit Manager - Structured Finance,,"credit analysis, structured finance, financial statement analysis...","Delhi NCR, Mumbai",1210,25.634999999999998
5-10 yrs,,Information Security Analyst,,"Information Security, SIEM, Nessus, Security Analysis, IT Security...","Gurgaon, Noida",4697,11.374999999999998
10-15 yrs,,Quality Control - Manager (formulation) Leading Pharma Company,,"qc, hplc, uv, ir, gc, analysis, sr.qc executive, sr.manager, team handling,...","Bharuch, Daman & Diu",3910,29.754999999999995
7-12 yrs,"- Ability to code/ should be hands on with coding, apart from strategically and technologically guide ...",CTO - Ecommerce - Startup - Iit/nit,,"CTO, eCommerce, Open Source, PHP, My SQL, Java, JS, HTML, CSS3, Integration...",Mumbai,3274,17.774999999999995
0-0 yrs,"The candidate should be proficient in data analysis, QA, data validation, data investigation and ...","Walkin - Fresher - BSc, MSc Statistic",ANALYTICS,"excel, data analysis, data validation, sql queries, communication skills",Kochi,2035,11.68
8-13 yrs, - Experience in  Maintenance  from press shop / Utensil making / sheet metal/automobile industry ...,Manager / Dy. Manager- Maintenance  - Rohad ( Near Bahadurgarh ),,"maintenance, press, sheetmetal, auto, kitchen, erection, installation...",Rohtak,458,15.660000000000004
3-8 yrs,Experience: over 3 years of exposure in Credit Analysis of ...,Manager/sr Manager - Credit (commodity Finance),,"credit analyst, Credit manager, credit appraisal, credit analysis...",Mumbai,860,12.23
14-24 yrs,,Immediate Hiring for Mechanical Design Engineer_pune,,"Mechanical Engineering, Mechanical Design, B.E, Thermal Engineering, Ansys,...",Pune,3044,23.624999999999996
0-3 yrs,We are currently looking for qualified chartered accountants/ semi-qualified chartered accountants/ MBAs ...,Risk Consultant,,"data analysis, internal audit, risk and control, internal control...",Mumbai,300,5.779999999999999
4-7 yrs,Eligibility: B.Tech/ M.Tech /PhD in CS/ Statistics with demonstrated experience in ML/ Statistics ...,Data Scientist,,"Deep Learning, Algorithms, Data Science, Image Processing",Bengaluru,1548,10.459999999999997
5-8 yrs,"- 5+ years java development experience;- Should be able to help with coding, but will not be 100\% of ...",Java/build Engineer - Spring/jenkins,,"Confluence, JIRA, Java, Spring, Scrum, TDD, Testing, Software Development...","Delhi NCR, Noida",3319,13.84
7-12 yrs,"Alongside project delivery responsibilities, the Senior Business Analyst will be a member of the ...",AVP - Business Analysis/project Management & Business Transformation,,"Project Management, Business Transformation, Business Analysis...",Bengaluru,4818,25.86
1-4 yrs,Proven experience as a QA tester or similar role;Experience in QA methodologies and ...,Quality Analyst,,"Test Cases, Test Case Execution, SQL, QA Testing, Regression Testing...",Mumbai,2799,5.500000000000001
4-9 yrs, Business Analyst will be required to gather important process related data and compile it into ...,Business Analyst,,"data analysis, business analysis, advanced excel...",Gurgaon,927,15.530000000000001
5-10 yrs,- B.Tech / MBA from a top School having 5-10 years experience as a with an emphasis on Program ...,AVP - Program Management - Business/supply Chain Strategy- Iit/nit/iim,,"project management, program management, project planning...",Bengaluru,3847,15.555000000000001
1-6 yrs,- Take part in activities of the department and ...,Professor/ Associate Professor/ Assistant Professor - Ai/ml,analytics,"data analytics, computer science, Associate Professor, Teaching, ML, AI",Andhra Pradesh,3929,9.684999999999999
1-4 yrs,Must be a Graduate or Same as above Should have at least 2 years in the field of Quality assurance in a ...,Immediate Hiring for Quality Analyst - Customer Service - BPO,,"Quality Assurance, Customer Service, BPO, Quality Management...",Hyderabad(Begumpet),2750,12.5
8-12 yrs,"Must be flexible, adaptable and have the ability to work in a fast paced changing environment;Must work ...",Business Analyst - Premier Institute,,"Use Cases, Sales Process, Business Development, Business Analysis...","Bengaluru, Chennai, Hyderabad, Trivandrum",439,24.599999999999994
0-2 yrs,,Genpact Mega Drive for B.com / M.com Fresher's [HR Debalina Saha,,"general accounting, depreciation, bank reconciliation statement...",Kolkata,1631,7.69
1-3 yrs,-          Assisting with any live video content / tweets / anything required for our clients ...,Looking for Junior / Mid-level - -social Media Manager,,"Social Media Manager, online marketing manager, Social Media...",Mumbai,3213,9.070000000000002
6-9 yrs,,"Lead Analyst, Product Management (opportunity To Order)",,"project management, business analysis, project enhancement...",Gurgaon(Sohna Road),982,16.075000000000003
1-6 yrs,Qualification: B.E(CS) from premier institute with MBA or any B.E degree with 2yrs of experience as ...,Opening for Associate Product Manager,,"product management, software development, Business Analyst...",Chennai,993,9.34
4-7 yrs,- Writing quries for connecting to the application database for retrieving the required data and stuck/qu ...,Application Support/production Support Engineer,,"SQL Queries, C#, Production Support, Oracle 10G, .Net, Application Support,...",Bengaluru,847,8.775000000000002
7-12 yrs,3 or more years experience administering in SAS Environment  GRID/BI/VA;3 or more years experience in ...,AVP - SAS Analytics Platform Administrator,Analytics,"J2Ee, Java, Weblogic, Linux, Web Technologies, Unix Administration, Apache,...",Hyderabad,1871,13.45
2-3 yrs,Experience in designing field based surveys and analysis;Good understanding of the socio-economic and ...,Data Analyst / Research Associate,Analytics,"Excel, Data Analysis, R, Predictive Analytics, SAS, Data Analytics...",Pune,1198,7.260000000000001
0-1 yrs,,Trainee - SQA,,"cmmi, project management, iso, process compliance, root cause analysis...",Chennai,4379,4.225000000000014
5-8 yrs,"Minimum 8 years experience as a test analyst including smoke testing, functional testing, regression ...",Principle Test Engineer- Silicon Valley Bank,,"Manual Testing, Software Testing, Functional Testing, Regression Testing...",Bengaluru,3923,11.695
3-6 yrs,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,Program Control Services,Analytics,"Project management, Analytics, Outsourcing, Operations, Financial analysis,...",Gurgaon,190,7.480000000000004
5-10 yrs,"We are looking for folks that thrive in an all hands on deck startup mentality, just like us! You should ...",Site Reliability Engineer - SRE,,"python, ansible, ruby, scalability, linux, salt, AWS",Pune,4180,17.28
12-20 yrs,Our distinguished client is looking for an individual hungry to grow in a leadership position leveraging ...,Delivery Head - Advanced Analytics - Utilities (13-18 Years),Analytics,"R, Accounting, Python, Advanced Analytics, People Management...",Kolkata,1054,21.95499999999999
2-6 yrs,- Knowledge and experience of the technologies and processes used for regulatory KYC/AML requirements ...,Compliance Analyst - R/python/sas,,"KYC, Aml, Compliance, R, Risk Assessment",Mumbai,3925,11.02
0-1 yrs,,"Intern, Product Design Engineering",,"Product Design Engineering, Data Analysis, Big Data technologies, Python, R...",Bengaluru,3810,7.175000000000003
0-3 yrs,"Job description:-   AR Follow Up:- Candidate will be responsible to analyze patients account, ...",Urgent Opening for Medical Billing Process,,"BPO, Call Center, Domestic BPO, Voice Process, International BPO...",Mohali,2416,7.175000000000003
1-3 yrs,Demonstrated ability to learn new technology quickly and effectively use it for maximum productivity;2. ...,Team Assistant,,"Accounting, Finance, Excel, Financial Reporting, Financial Analysis...",Chennai,2238,8.985000000000003
7-12 yrs,Very good communication skills as it involves direct client interaction;7 yrs overall experience;Has ...,Sr. Systems Analyst,,"Machine learning, Client interaction, big data, Senior Analyst, spark",Bengaluru,4541,22.145
5-10 yrs,Detailed knowledge of typical black-box and white-box test-case creation techniques in theory and ...,Devplf Tester - Bangalore,,"ASP.Net MVC, Windows Services, NHibernate, NUnit, C#.Net, C#, SQL, .Net...",Bengaluru,3263,18.099999999999994
2-6 yrs,"Good problem solving, organizational, decision-making and mature role model behaviour;Installs SAS ...",SAS Fraud Analyst,,"SQL, Big Data, Hadoop, NoSQL, SAS Programming, Solr, Data Integration...",Across India,2502,14.36
0-2 yrs,- Fresher or 1-2 years of curation experience;Registration is must to attend the interview; Note : ...,Junior Research Analyst - Biology (contract) - Walk-in Interviews,,"microbiology, biotechnology, biochemistry, molecular biology, Genetics",Hyderabad(Uppal),1424,6.2700000000000005
4-6 yrs, Work with SBU Teams and MIS team and prepare inputs required to be shared with SBU teams for ...,Manager / Deputy Manager  -  MIS ( Finance & Accounts),,"Accounting, Finance Control, Budgeting, MIS Reporting, Financial Reporting,...","Delhi NCR(Aerocity), Delhi",534,8.920000000000002
6-9 yrs,,Opening for GL - Lead Assitant Manager,,"reconciliation, general ledger, balance sheet, transaction analysis, R2R",Bengaluru,1300,19.099999999999994
5-10 yrs,"- Strong SQL skills, including query optimization are required;- Experience with recommendation systems ...",Big Data Engineer - Java/python/hadoop,,"Hadoop, Hive, Java, Spark, Cassandra, SQL, SCALA, Redis, Elastic Search...","EU, Ukraine",3713,19.819999999999993
3-6 yrs,"- Post-Graduate degree in statistics, finance, mathematics, engineering (Computer Science preferred) or ...",Associate - Strategy & Algorithm - High Frequency Trading - IIT,,"C++, .Net, MATLAB, C#, High Frequency Trading, C#.Net...",Delhi NCR,1970,12.25
1-6 yrs,- The ideal candidate should have an MBA in finance or comparable qualification with 3-10 years of ...,Fundamental Research Role - Equities Global Markets - Financial Servic,,"Fundamental Research, Investment Research, Equity Research...","Bengaluru, Hyderabad",3228,12.17
1-5 yrs,Skill set required:-;Good written & verbal comm ...,MIS Executive_ Retail,,"MIS, Advanced Excel, Variance Analysis, Management Reporting...",Gurgaon,2008,12.225
1-4 yrs,"Job Summary: He/she is responsible for the design, development, implementation of product training and ...",Training Executive (HR) - Bangalore,,"Training Need Analysis, Training Management, Product Training, HR...",Bengaluru,3532,8.320000000000004
3-6 yrs,"Candidate should be able to work independently, with proven track record in marketing campaigns, ...",Marketing Manager,,"marketing strategy, market research, brand awareness, marketing campaigns...",Ahmedabad,4170,15.885000000000003
10-12 yrs,Ensuring timely preparation of financial statements and annual reports. 	Liaising with auditors and ...,Finance Manager,,"Accounting, Budgeting, Finance, Taxation, Auditing, Forecasting...",Pune,2375,26.655000000000005
0-0 yrs,Educational Background: Graduate / Post Graduate in any discipline from a recognized ...,Data & Opertaions - Walk In Drive for Freshers (2018 Passed Outs),,"research analysis, client interaction, verbal communication, research...",Chennai(Perungudi),1242,6.66
13-15 yrs,Accenture Technology powers our clients businesses with innovative technologies established and emerging ...,JEE Architecture,,"Outsourcing, Enterprise architecture, Analytical, Architecture, Operations,...",Bengaluru,191,21.16999999999999
5-8 yrs,,Financial Analyst (fund Raising),,"finance, financial analysis, financial projections, fund raising, funding...",Delhi(Defence Colony),1844,14.545000000000002
5-10 yrs,"Experience working in large Multinational company, experience in working with global team  internal team ...",PMO Analyst - Financial Tracking,,"Scope Management, Purchase Requisition, PMO, Program Management, Budgeting,...",Bengaluru,1305,16.225000000000005
5-10 yrs,"Experience monitoring, troubleshooting and tuning services and applications and operational expertise ...",Hadoop Administrator,,"Hive, Hadoop, Sqoop, Flume, Oozie, HBase, Spark, Cloudera, YARN, Big Data",Bengaluru,4541,18.814999999999998
3-5 yrs,,Business Analyst - E Tendering,,"Business Analysis, E - Tendering, Bidding, Techno commmercial",Delhi NCR,2738,8.150000000000002
7-8 yrs,"- Does the candidate has good knowledge of fleet budget, repairing, maintenance and procurement;- Does ...",Deputy General Manager - Transport - Logistics Firm,,"Transportation, Budgeting, Expenses, Process Operations, MIS Reporting...",Kanpur,5019,13.725
10-15 yrs,10 to 15 years of experience and at least 5 to 8 years of playing implementation consultant role across ...,"Technical Business Analysis, Advisory",,"Business analysis, Analytical, Administration, Business process, Operations...",Pune,1527,30.42
5-9 yrs,- Business requirement : deliver on business requirement in an independent manner with very little ...,Equity Research - Auto Sector - Investment Bank,,"Equity Research, Valuation, Financial Modelling, Finance...",Bengaluru,171,17.734999999999992
7-12 yrs,"stimuli articles) or in peer- reviewed journals Represents USP at scientific conferences/ meetings, ...",Associate Scientific Liasion / Scientific Liasion,,"Biochemistry, Chromatography, Spectroscopy, Analytical Techniques...",Hyderabad,4569,25.240000000000002
5-10 yrs," 5+ years of experience in digital marketing, branding, and working with creative teams ...",Digital Marketing Strategist (noida Location),,"digital marketing, seo, social media marketing, adwords, email marketing...",Noida,2629,17.064999999999998
1-6 yrs,Providing demo presentation at clients place whenever required;Excellent communication and negotiation ...,Business Development Executive / Manager(it Company),,"Business Development, Database Building, Inside Sales, Cold Calling...","Bengaluru, Chennai, Bhubaneshwar",2754,16.794999999999998
10-16 yrs,"Experience in database performance tuning and SQL query optimization;Experience with data processing, ...",Job Title: Data Architect Experience Level: 10+ Years Location: Hydera,,"Postgresql, Data Warehousing, Java, NoSQL, Open Source, MS SQL Server, Data...",Hyderabad,3350,22.59999999999999
2-6 yrs,3 to 6 years total work experience (ideally with experience in financial services sector);Through the ...,Manager - CSC Citilean Process Analyst,,"Six sigma, Project management, Financial services, Data management, PMP...",Gurgaon,910,7.915000000000002
7-12 yrs,-Work on assigned leads (given by the Co-operative Banks) and generate referrals from every visit thats ...,Relationship Manager - Banca Channel - Life Insurance,,"Sales, Relationship Management, Banca, Cross Selling, Life Insurance...",Pune,4100,26.224999999999998
5-7 yrs,"- Strong Tableau skills of atleast 5 years - with ability to manipulate large data sets, automate ...",Manager - Tableau - Banking Domain,,"Stakeholder Management, Project Delivery, Information Analysis, Tableau...","Delhi NCR, Gurgaon, Noida",1969,11.145
6-8 yrs,Ability to prepare functional use cases and other requirement artifacts;Hands on experience as Business ...,Business Architect,,"Pega, Consulting, Information technology, Recruitment, BPO...",India,486,10.329999999999998
7-9 yrs,The Candidate must lead by example with a get it done attitude setting;The person in this role will rely ...,"Lead, Global Talent Mgmt System",,"hr, need analysis, test scripts, management systems, process monitoring...",Bengaluru,1885,17.119999999999997
6-9 yrs,"- Should have ability to maintain code, write unit test cases & bug fixing;- Should have experience ...",Senior Developer/ Tech Lead - PHP,,"performance analysis, ror, python, angular js, nosql...",Chennai,804,19.73499999999999
1-4 yrs,Conduct other Engagement Surveys as per client requirement;The candidate must have:;May be ...,HR Counsellor,,"Root Cause Analysis, hr counsellor, human resource counsellor...",Bengaluru,204,6.650000000000003
2-6 yrs,"- 2+ years of experience at a leading strategy consulting firm - (McKinsey, BCG, Bain, Booz or AT ...",Head - Customer Analytics - Customer Experience - Internet/online,Analytics,"Strategy Consulting, Investment Banking, Customer Analytics...",Mumbai,3319,12.615
0-5 yrs,,Diploma Electronics Engineer Walk In Interview,,"Electronics Engineering, Communication Skills, Analytical, Problem Solving,...","Mumbai, Mumbai Suburbs, Navi Mumbai",4141,10.839999999999998
